7.530386740331491691e-01,8.635359116022099935e-01,8.806629834254143807e-01,7.397790055248618657e-01,8.795580110497237536e-01,8.530386740331491469e-01,9.226519337016574340e-01,8.176795580110497452e-01,7.668508287292817860e-01,8.944751381215469976e-01
8.563535911602210282e-01,9.121546961325966985e-01,8.812154696132596943e-01,6.629834254143646133e-01,8.215469613259668291e-01,7.414364640883978064e-01,8.259668508287292266e-01,8.613259668508287392e-01,7.287292817679558166e-01,8.127071823204420342e-01
2.906077348066298249e-01,8.607734806629834257e-01,7.259668508287292488e-01,7.325966850828729005e-01,6.790055248618784844e-01,7.016574585635358963e-01,7.226519337016574784e-01,7.762430939226518944e-01,7.834254143646408597e-01,5.966850828729282075e-01
7.723756906077348106e-01,9.000000000000000222e-01,8.718232044198894748e-01,8.519337016574585197e-01,7.668508287292817860e-01,7.740331491712707512e-01,8.138121546961325503e-01,8.779005524861878129e-01,8.690607734806630180e-01,7.243093922651934191e-01
5.574585635359116109e-01,8.254143646408840240e-01,5.685082872928176601e-01,6.198895027624309328e-01,7.635359116022099046e-01,7.657458563535911589e-01,8.342541436464088189e-01,8.000000000000000444e-01,8.337016574585635054e-01,8.204419889502762020e-01
7.171270718232044539e-01,8.325966850828728782e-01,6.961325966850828717e-01,7.657458563535911589e-01,7.867403314917127410e-01,8.138121546961325503e-01,7.806629834254144029e-01,6.580110497237569023e-01,7.127071823204419454e-01,7.712707182320441834e-01
9.370165745856353645e-01,9.160220994475137823e-01,7.867403314917127410e-01,8.408839779005524706e-01,8.403314917127071570e-01,9.071823204419889874e-01,9.226519337016574340e-01,9.005524861878453358e-01,8.441988950276243520e-01,7.817679558011049190e-01
8.872928176795580324e-01,9.204419889502762908e-01,6.889502762430939065e-01,8.917127071823204298e-01,8.939226519337016841e-01,9.193370165745856637e-01,8.364640883977900732e-01,9.038674033149171061e-01,8.364640883977900732e-01,9.071823204419889874e-01
7.618784530386740750e-01,7.237569060773481056e-01,7.193370165745855971e-01,6.928176795580111014e-01,8.602209944751381121e-01,6.988950276243094395e-01,8.386740331491712164e-01,3.552486187845304011e-01,6.917127071823204743e-01,6.696132596685082650e-01
7.486187845303867716e-01,8.441988950276243520e-01,7.143646408839778861e-01,7.872928176795580546e-01,8.027624309392265012e-01,7.629834254143645911e-01,8.215469613259668291e-01,8.790055248618784400e-01,7.690607734806629292e-01,8.027624309392265012e-01
8.464088397790054952e-01,3.906077348066298582e-01,5.801104972375690227e-01,5.635359116022099490e-01,9.104972375690607578e-01,7.248618784530386217e-01,6.104972375690608244e-01,9.497237569060773543e-01,6.138121546961325947e-01,8.480662983425414359e-01
9.243093922651933747e-01,9.198895027624309773e-01,8.983425414364640815e-01,8.646408839779005095e-01,9.237569060773480611e-01,8.773480662983424994e-01,9.187845303867403501e-01,9.149171270718231552e-01,9.138121546961326391e-01,9.232044198895027476e-01
6.220994475138121871e-01,9.209944751381214934e-01,7.430939226519337470e-01,8.519337016574585197e-01,8.414364640883977842e-01,8.563535911602210282e-01,8.502762430939226901e-01,9.154696132596684688e-01,9.049723756906077332e-01,9.022099447513811654e-01
6.574585635359115887e-01,8.812154696132596943e-01,7.088397790055248615e-01,6.220994475138121871e-01,7.795580110497237758e-01,7.303867403314917572e-01,7.110497237569061157e-01,8.690607734806630180e-01,7.790055248618784622e-01,7.911602209944751385e-01
5.779005524861878795e-01,9.165745856353590959e-01,7.088397790055248615e-01,7.546961325966851097e-01,7.309392265193370708e-01,8.430939226519337248e-01,8.386740331491712164e-01,7.226519337016574784e-01,6.563535911602209616e-01,7.740331491712707512e-01
8.226519337016574562e-01,9.265193370165746289e-01,8.519337016574585197e-01,9.027624309392264790e-01,8.226519337016574562e-01,9.077348066298343010e-01,8.425414364640884113e-01,9.038674033149171061e-01,8.662983425414364502e-01,8.353591160220994460e-01
8.038674033149171283e-01,8.961325966850828273e-01,8.828729281767956349e-01,8.850828729281767782e-01,8.414364640883977842e-01,8.359116022099447596e-01,5.513812154696132728e-01,8.116022099447514071e-01,8.806629834254143807e-01,8.187845303867403723e-01
9.580110497237569467e-01,9.298342541436463993e-01,9.657458563535911145e-01,9.309392265193370264e-01,1.000000000000000000e+00,9.751381215469613339e-01,9.651933701657458009e-01,9.469613259668507865e-01,9.237569060773480611e-01,9.591160220994474628e-01
8.928176795580110570e-01,9.077348066298343010e-01,8.696132596685083316e-01,8.204419889502762020e-01,8.922651933701657434e-01,8.839779005524861510e-01,9.011049723756906493e-01,7.027624309392265234e-01,8.751381215469613561e-01,7.944751381215469088e-01
6.215469613259668735e-01,9.165745856353590959e-01,8.453038674033148681e-01,8.458563535911601816e-01,8.767955801104971858e-01,8.745856353591160426e-01,8.922651933701657434e-01,9.381215469613259916e-01,8.950276243093923112e-01,9.342541436464087967e-01
