8.850828729281767782e-01,8.375690607734807003e-01,8.060773480662983825e-01,8.055248618784530690e-01,9.016574585635359629e-01,7.828729281767955461e-01,7.707182320441988699e-01,8.983425414364640815e-01,6.226519337016575006e-01,8.187845303867403723e-01
6.657458563535911811e-01,9.055248618784530468e-01,6.939226519337016175e-01,7.651933701657458453e-01,8.801104972375690672e-01,8.292817679558011079e-01,8.265193370165745401e-01,8.718232044198894748e-01,8.248618784530387105e-01,9.033149171270717925e-01
6.287292817679558388e-01,7.005524861878452691e-01,5.425414364640883669e-01,8.132596685082873478e-01,8.552486187845304011e-01,8.961325966850828273e-01,8.651933701657458231e-01,8.635359116022099935e-01,5.983425414364640371e-01,8.685082872928177045e-01
6.906077348066298471e-01,7.966850828729281631e-01,6.309392265193369820e-01,8.254143646408840240e-01,7.198895027624309106e-01,8.878453038674033460e-01,6.635359116022099268e-01,8.220994475138121427e-01,6.386740331491712608e-01,8.386740331491712164e-01
8.292817679558011079e-01,8.038674033149171283e-01,5.430939226519336804e-01,7.872928176795580546e-01,5.795580110497237092e-01,7.751381215469613783e-01,6.933701657458563039e-01,7.116022099447514293e-01,7.469613259668508309e-01,6.972375690607734988e-01
9.022099447513811654e-01,9.265193370165746289e-01,6.381215469613259472e-01,9.000000000000000222e-01,9.298342541436463993e-01,9.220994475138121205e-01,9.281767955801104586e-01,9.364640883977900510e-01,9.232044198895027476e-01,9.298342541436463993e-01
8.629834254143646799e-01,9.149171270718231552e-01,8.745856353591160426e-01,8.149171270718231774e-01,8.922651933701657434e-01,8.939226519337016841e-01,8.906077348066298027e-01,9.005524861878453358e-01,8.883977900552486595e-01,8.651933701657458231e-01
8.464088397790054952e-01,9.088397790055248171e-01,8.209944751381215156e-01,9.005524861878453358e-01,8.419889502762430977e-01,8.342541436464088189e-01,8.928176795580110570e-01,9.138121546961326391e-01,8.497237569060773765e-01,9.005524861878453358e-01
7.226519337016574784e-01,9.071823204419889874e-01,7.784530386740331487e-01,5.933701657458563261e-01,8.939226519337016841e-01,7.419889502762431199e-01,8.696132596685083316e-01,8.983425414364640815e-01,7.524861878453038555e-01,8.767955801104971858e-01
4.779005524861878462e-01,7.762430939226518944e-01,5.845303867403315312e-01,5.745856353591159982e-01,5.900552486187845558e-01,5.900552486187845558e-01,6.569060773480662752e-01,5.375690607734806559e-01,5.005524861878453136e-01,5.508287292817679592e-01
8.486187845303867494e-01,9.127071823204420120e-01,7.668508287292817860e-01,8.895027624309391756e-01,8.569060773480663418e-01,8.690607734806630180e-01,8.519337016574585197e-01,8.535911602209944604e-01,9.121546961325966985e-01,8.425414364640884113e-01
9.453038674033149569e-01,9.558011049723756924e-01,9.513812154696132950e-01,9.243093922651933747e-01,9.375690607734806781e-01,9.419889502762430755e-01,9.502762430939226679e-01,9.314917127071823399e-01,9.287292817679557722e-01,9.292817679558010857e-01
5.839779005524862177e-01,8.386740331491712164e-01,7.469613259668508309e-01,5.414364640883977398e-01,8.751381215469613561e-01,6.303867403314916684e-01,7.276243093922651894e-01,8.955801104972375137e-01,6.972375690607734988e-01,8.563535911602210282e-01
6.806629834254143141e-01,8.337016574585635054e-01,7.723756906077348106e-01,7.176795580110497674e-01,8.535911602209944604e-01,7.292817679558011301e-01,7.552486187845304233e-01,8.248618784530387105e-01,7.767955801104972080e-01,7.696132596685082428e-01
9.071823204419889874e-01,9.204419889502762908e-01,8.839779005524861510e-01,9.143646408839779527e-01,8.889502762430939731e-01,9.204419889502762908e-01,8.939226519337016841e-01,9.082872928176795035e-01,9.005524861878453358e-01,9.093922651933701307e-01
7.232044198895027920e-01,8.254143646408840240e-01,6.519337016574585641e-01,5.585635359116022380e-01,8.381215469613260138e-01,7.513812154696132284e-01,7.419889502762431199e-01,7.502762430939226013e-01,6.160220994475138490e-01,7.872928176795580546e-01
8.198895027624308884e-01,9.320441988950276535e-01,8.657458563535911367e-01,8.861878453038674053e-01,9.104972375690607578e-01,9.154696132596684688e-01,7.331491712707182140e-01,9.425414364640883891e-01,8.922651933701657434e-01,9.314917127071823399e-01
8.530386740331491469e-01,8.817679558011050078e-01,8.375690607734807003e-01,7.425414364640884335e-01,6.447513812154695989e-01,7.823204419889502326e-01,7.712707182320441834e-01,7.690607734806629292e-01,7.331491712707182140e-01,6.160220994475138490e-01
6.861878453038674497e-01,6.569060773480662752e-01,6.530386740331491913e-01,6.928176795580111014e-01,7.243093922651934191e-01,6.508287292817679370e-01,7.552486187845304233e-01,5.602209944751380677e-01,6.541436464088398184e-01,7.082872928176795480e-01
9.099447513812154442e-01,9.198895027624309773e-01,8.966850828729281409e-01,9.198895027624309773e-01,9.187845303867403501e-01,9.193370165745856637e-01,9.176795580110497230e-01,9.204419889502762908e-01,9.066298342541436739e-01,9.209944751381214934e-01
